,시간,연도,연휴이름,연휴이름코드,연휴기간,연휴기간코드,출발지역,출발지역코드,도착지역,도착지역코드,방향,방향코드,소요시간
314,13,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,165.146
315,14,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,177.84
316,15,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,173.666
317,16,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,166.714
318,17,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,162.605
319,18,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,158.808
320,19,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,161.62
321,20,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,159.87
322,21,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,163.677
323,22,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,163.674
324,23,2021,연말연시,1,D+1,5,서울,101 ,대구,127 ,귀성방향,1,161.908
325,00,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,294.35
326,01,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,276.841
327,02,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,282.966
328,03,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,275.7
329,04,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,262.192
330,05,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,260.05
331,07,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,264.3
332,08,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,260.567
333,09,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,250.466
334,10,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,251.033
335,11,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,257.942
336,12,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,265.367
337,13,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,266.489
338,14,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,261.074
339,15,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,262.25
340,16,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,257.925
341,17,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,266.783
342,18,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,255.133
343,19,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,272.816
344,20,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,264.566
345,21,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,255.55
346,22,2021,연말연시,1,D+1,5,서울,101 ,부산,140 ,귀성방향,1,250.516
347,00,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,177.0
348,01,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,162.066
349,02,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,150.666
350,03,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,174.666
351,04,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,151.825
352,05,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,159.216
353,06,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,167.833
354,07,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,181.244
355,08,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,181.777
356,09,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,186.927
357,10,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,186.883
358,11,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,189.873
359,12,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,186.011
360,13,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,188.761
361,14,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,188.346
362,15,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,182.716
363,16,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,187.072
364,17,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,179.812
365,18,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,178.739
366,19,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,180.389
367,20,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,177.275
368,21,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,178.183
369,22,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,175.533
370,23,2021,연말연시,1,D+1,5,서울,101 ,광주,167 ,귀성방향,1,179.05
371,01,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,114.833
372,02,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,116.55
373,03,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,116.55
374,04,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,118.133
375,05,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,122.092
376,06,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,126.244
377,07,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,128.833
378,08,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,128.416
379,09,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,131.296
380,10,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,131.912
381,11,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,133.129
382,12,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,135.429
383,13,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,140.233
384,14,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,139.296
385,15,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,138.533
386,16,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,137.066
387,17,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,135.512
388,18,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,133.466
389,19,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,130.366
390,20,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,131.8
391,21,2021,연말연시,1,D+1,5,서울,101 ,강릉,189 ,귀성방향,1,128.424
392,02,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,251.05
393,03,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,
394,04,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,
395,07,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,217.933
396,08,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,222.516
397,09,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,212.033
398,10,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,206.066
399,11,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,205.522
400,12,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,202.4
401,13,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,200.333
402,14,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,199.433
403,15,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,203.524
404,16,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,209.975
405,17,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,206.75
406,18,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,203.416
407,19,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,194.916
408,20,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,199.942
409,21,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,217.283
410,22,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,201.366
411,23,2021,연말연시,1,D+1,5,서울,101 ,목포,509 ,귀성방향,1,205.433
412,00,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,90.627
413,01,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,95.716
414,02,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,93.45
415,03,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,88.808
416,04,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,87.708
417,05,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,88.624
418,06,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,84.622
419,07,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,84.05
420,08,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,83.558
421,09,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,83.425
422,10,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,83.938
423,11,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,84.583
424,12,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,84.725
425,13,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,87.283
426,14,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,90.583
427,15,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,93.836
428,16,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,96.33
429,17,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,97.663
430,18,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,99.219
431,19,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,96.588
432,20,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,95.128
433,21,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,95.583
434,22,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,87.516
435,23,2021,연말연시,1,D+1,5,대전,115 ,서울,101 ,귀경방향,2,95.027
436,00,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,160.233
437,01,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,152.683
438,02,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,162.428
439,03,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,159.22
440,04,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,167.476
441,05,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,165.641
442,06,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,162.646
443,07,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,163.445
444,08,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,169.976
445,09,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,162.958
446,10,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,164.158
447,11,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,164.762
448,12,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,166.404
449,13,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,168.783
450,14,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,173.716
451,15,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,178.79
452,16,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,178.025
453,17,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,179.296
454,18,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,179.111
455,19,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,174.441
456,20,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,172.61
457,21,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,167.394
458,22,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,166.942
459,23,2021,연말연시,1,D+1,5,대구,127 ,서울,101 ,귀경방향,2,164.644
460,00,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,266.142
461,01,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,268.925
462,02,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,269.542
463,03,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,270.158
464,04,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,270.666
465,05,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,271.175
466,06,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,271.308
467,07,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,266.974
468,08,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,265.55
469,09,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,264.158
470,10,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,263.942
471,11,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,263.024
472,12,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,261.272
473,13,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,272.316
474,14,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,270.958
475,15,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,260.175
476,16,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,258.572
477,17,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,259.349
478,18,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,255.233
479,19,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,257.342
480,20,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,251.2
481,21,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,251.716
482,22,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,246.816
483,23,2021,연말연시,1,D+1,5,부산,140 ,서울,101 ,귀경방향,2,241.266
484,00,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,193.792
485,03,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,157.492
486,04,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,167.566
487,05,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,323.824
488,06,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,171.025
489,07,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,230.989
490,08,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,224.211
491,09,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,187.55
492,10,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,189.488
493,11,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,187.266
494,12,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,186.227
495,13,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,190.004
496,14,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,193.02
497,15,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,193.354
498,16,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,195.462
499,17,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,197.262
500,18,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,195.604
501,19,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,192.854
502,20,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,190.85
503,21,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,183.305
504,22,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,184.683
505,23,2021,연말연시,1,D+1,5,광주,167 ,서울,101 ,귀경방향,2,175.083
506,01,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,119.0
507,06,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,138.8
508,07,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,138.166
509,08,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,141.896
510,09,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,133.037
511,10,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,131.033
512,11,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,144.713
513,12,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,131.979
514,13,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,134.238
515,14,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,137.491
516,15,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,138.704
517,16,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,142.87
518,17,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,144.3
519,18,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,142.537
520,19,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,141.758
521,20,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,140.905
522,21,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,138.566
523,22,2021,연말연시,1,D+1,5,강릉,189 ,서울,101 ,귀경방향,2,139.583
524,00,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,210.933
525,01,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,211.6
526,02,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,236.358
527,03,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,219.383
528,04,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,216.524
529,05,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,218.733
530,06,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,
531,07,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,209.392
532,08,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,202.758
533,09,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,193.4
534,10,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,197.624
535,11,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,204.542
536,12,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,231.766
537,13,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,229.75
538,14,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,232.444
539,15,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,234.283
540,16,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,243.933
541,17,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,240.155
542,18,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,238.683
543,19,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,235.755
544,20,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,240.05
545,21,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,218.966
546,22,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,214.966
547,23,2021,연말연시,1,D+1,5,목포,509 ,서울,101 ,귀경방향,2,218.45
548,00,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,82.266
549,01,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,82.266
550,02,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,86.55
551,03,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,81.328
552,04,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,79.633
553,05,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,80.666
554,06,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,78.972
555,07,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,78.862
556,08,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,79.191
557,09,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,79.216
558,10,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,81.97
559,11,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,85.591
560,12,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,86.361
561,13,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,88.574
562,14,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,90.102
563,15,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,90.444
564,16,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,91.419
565,17,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,91.96
566,18,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,90.8
567,19,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,90.305
568,20,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,89.3
569,21,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,88.383
570,22,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,87.294
571,23,2021,연말연시,1,D+2,6,서울,101 ,대전,115 ,귀성방향,1,87.378
572,00,2021,연말연시,1,D+2,6,서울,101 ,대구,127 ,귀성방향,1,162.416
